PARENT_KEY_NODE_KEY               ,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
74867AD200E41EDBA5D8B0C98DCCC052  ,30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.50,1650.00,313.50
74867AD200E41EDBA5D8B0C98DCCC052  ,40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.10
74867AD200E41EDBA5D8B0C98DCCC052  ,50,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.80,30.36
74867AD200E41EDBA5D8B0C98DCCC052  ,60,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.50,1650.00,313.50
74867AD200E41EDBA5D8B0C98DCCC052  ,70,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
74867AD200E41EDBA5D8B0C98DCCC052  ,80,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.90,15.18
74867AD200E41EDBA5D8B0C98DCCE052  ,10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776.00,527.44
74867AD200E41EDBA5D8B0C98DCCE052  ,20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46.00,8.74
74867AD200E41EDBA5D8B0C98DCCE052  ,30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DCCE052  ,40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164.00,791.16
74867AD200E41EDBA5D8B0C98DCCE052  ,50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23.00,4.37
74867AD200E41EDBA5D8B0C98DCCE052  ,60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DCD0052  ,10,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,3472.42,2918.00,554.42
74867AD200E41EDBA5D8B0C98DCD0052  ,20,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,1544.62,1298.00,246.62
74867AD200E41EDBA5D8B0C98DCD0052  ,30,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14.00,2.66
74867AD200E41EDBA5D8B0C98DCD2052  ,10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32.00,6.08
74867AD200E41EDBA5D8B0C98DCD2052  ,20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCD2052  ,30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.90,810.00,153.90
74867AD200E41EDBA5D8B0C98DCD2052  ,40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32.00,6.08
74867AD200E41EDBA5D8B0C98DCD2052  ,50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCD2052  ,60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.30,270.00,51.30
74867AD200E41EDBA5D8B0C98DCD2052  ,70,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,57.12,48.00,9.12
74867AD200E41EDBA5D8B0C98DCD4052  ,10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0C98DCD4052  ,20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.70,45.54
74867AD200E41EDBA5D8B0C98DCD4052  ,30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.50,4950.00,940.50
74867AD200E41EDBA5D8B0C98DCD4052  ,40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0C98DCD6052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778.00,337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378.00,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778.00,337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567.00,107.73
74867AD200E41EDBA5D8B0C98DCD6052  ,50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778.00,337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378.00,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889.00,168.91
74867AD200E41EDBA5D8B0C98DCD6052  ,80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378.00,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,90,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,3173.73,2667.00,506.73
74867AD200E41EDBA5D8B0C98DCD8052  ,10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.10,490.00,93.10
74867AD200E41EDBA5D8B0C98DCD8052  ,20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105.00,19.95
74867AD200E41EDBA5D8B0C98DCD8052  ,30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266.00,240.54
74867AD200E41EDBA5D8B0C98DCD8052  ,40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.20,980.00,186.20
74867AD200E41EDBA5D8B0C98DCD8052  ,50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105.00,19.95
74867AD200E41EDBA5D8B0C98DCD8052  ,60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266.00,240.54
74867AD200E41EDBA5D8B0C98DCD8052  ,70,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.20,980.00,186.20
74867AD200E41EDBA5D8B0C98DCDA052  ,10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139.00,26.41
74867AD200E41EDBA5D8B0C98DCDA052  ,20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,35.70,30.00,5.70
74867AD200E41EDBA5D8B0C98DCDA052  ,30,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,1701.70,1430.00,271.70
74867AD200E41EDBA5D8B0C98DCDA052  ,40,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139.00,26.41
74867AD200E41EDBA5D8B0C98DCDA052  ,50,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15.00,2.85
74867AD200E41EDBA5D8B0C98DCDA052  ,60,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,5105.10,4290.00,815.10
74867AD200E41EDBA5D8B0C98DCDC052  ,10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928.00,556.32
74867AD200E41EDBA5D8B0C98DCDC052  ,20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398.00,455.62
74867AD200E41EDBA5D8B0C98DCDC052  ,30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11.00,2.09
74867AD200E41EDBA5D8B0C98DCDC052  ,40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,3484.32,2928.00,556.32
74867AD200E41EDBA5D8B0C98DCDC052  ,50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,2853.62,2398.00,455.62
74867AD200E41EDBA5D8B0C98DCDC052  ,60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11.00,2.09
74867AD200E41EDBA5D8B0C98DCDC052  ,70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,2322.88,1952.00,370.88
74867AD200E41EDBA5D8B0C98DCDC052  ,80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,4280.43,3597.00,683.43
74867AD200E41EDBA5D8B0C98DCDC052  ,90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22.00,4.18
74867AD200E41EDBA5D8B0C98DCDE052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14.00,2.66
74867AD200E41EDBA5D8B0C98DCDE052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,1736.21,1459.00,277.21
74867AD200E41EDBA5D8B0C98DCDE052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,1544.62,1298.00,246.62
74867AD200E41EDBA5D8B0C98DCE0052  ,10,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.90,5.68
74867AD200E41EDBA5D8B0C98DCE0052  ,20,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,1428.00,1200.00,228.00
74867AD200E41EDBA5D8B0C98DCE2052  ,10,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,274.89,231.00,43.89
74867AD200E41EDBA5D8B0C98DCE2052  ,20,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,7136.43,5997.00,1139.43
74867AD200E41EDBA5D8B0C98DCE2052  ,30,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.50
74867AD200E41EDBA5D8B0C98DCE2052  ,40,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154.00,29.26
74867AD200E41EDBA5D8B0C98DCE4052  ,10,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1888.53,1587.00,301.53
74867AD200E41EDBA5D8B0C98DCE4052  ,20,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549.00,104.31
74867AD200E41EDBA5D8B0C98DCE4052  ,30,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
74867AD200E41EDBA5D8B0C98DCE4052  ,40,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1888.53,1587.00,301.53
74867AD200E41EDBA5D8B0C98DCE4052  ,50,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549.00,104.31
74867AD200E41EDBA5D8B0C98DCE6052  ,10,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,20,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78.00,14.82
74867AD200E41EDBA5D8B0C98DCE6052  ,30,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,40,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78.00,14.82
74867AD200E41EDBA5D8B0C98DCE6052  ,50,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14.00,2.66
74867AD200E41EDBA5D8B0C98DCE6052  ,60,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39.00,7.41
74867AD200E41EDBA5D8B0C98DCE6052  ,70,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,80,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117.00,22.23
74867AD200E41EDBA5D8B0C98DCE6052  ,90,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DCE8052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14.00,2.66
74867AD200E41EDBA5D8B0C98DCE8052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,1736.21,1459.00,277.21
74867AD200E41EDBA5D8B0C98DCE8052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,1544.62,1298.00,246.62
74867AD200E41EDBA5D8B0C98DCEA052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037.00,387.03
74867AD200E41EDBA5D8B0C98DCEA052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497.00,854.43
74867AD200E41EDBA5D8B0C98DCEC052  ,10,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCEC052  ,20,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCEC052  ,30,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0C98DCEC052  ,40,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCEE052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037.00,387.03
74867AD200E41EDBA5D8B0C98DCEE052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497.00,854.43
74867AD200E41EDBA5D8B0C98DCEE052  ,30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037.00,387.03
74867AD200E41EDBA5D8B0C98DCEE052  ,40,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497.00,854.43
74867AD200E41EDBA5D8B0C98DCEE052  ,50,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679.00,129.01
74867AD200E41EDBA5D8B0C98DCEE052  ,60,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998.00,569.62
74867AD200E41EDBA5D8B0C98DCEE052  ,70,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679.00,129.01
74867AD200E41EDBA5D8B0C98DCEE052  ,80,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,3567.62,2998.00,569.62
74867AD200E41EDBA5D8B0C98DCF0052  ,10,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.90,1.69
74867AD200E41EDBA5D8B0C98DCF0052  ,20,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158.00,30.02
74867AD200E41EDBA5D8B0C98DCF0052  ,30,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1218.56,1024.00,194.56
74867AD200E41EDBA5D8B0C98DCF0052  ,40,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.80,3.38
74867AD200E41EDBA5D8B0C98DCF0052  ,50,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237.00,45.03
74867AD200E41EDBA5D8B0C98DCF0052  ,60,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1218.56,1024.00,194.56
74867AD200E41EDBA5D8B0C98DCF0052  ,70,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.80,3.38
74867AD200E41EDBA5D8B0C98DCF0052  ,80,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158.00,30.02
74867AD200E41EDBA5D8B0C98DCF0052  ,90,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1827.84,1536.00,291.84
74867AD200E41EDBA5D8B0C98DCF0052  ,100,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,31.77,26.70,5.07
74867AD200E41EDBA5D8B0C98DCF2052  ,10,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98.00,18.62
74867AD200E41EDBA5D8B0C98DCF2052  ,20,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,511.70,430.00,81.70
74867AD200E41EDBA5D8B0C98DCF2052  ,30,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DCF2052  ,40,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98.00,18.62
74867AD200E41EDBA5D8B0C98DCF2052  ,50,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1023.40,860.00,163.40
74867AD200E41EDBA5D8B0C98DCF2052  ,60,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DCF2052  ,70,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DCF2052  ,80,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1535.10,1290.00,245.10
74867AD200E41EDBA5D8B0C98DCF2052  ,90,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DCF2052  ,100,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DCF4052  ,10,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1827.84,1536.00,291.84
74867AD200E41EDBA5D8B0C98DCF4052  ,20,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.90,1.69
74867AD200E41EDBA5D8B0C98DCF4052  ,30,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158.00,30.02
74867AD200E41EDBA5D8B0C98DCF4052  ,40,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1218.56,1024.00,194.56
74867AD200E41EDBA5D8B0C98DCF4052  ,50,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.90,1.69
74867AD200E41EDBA5D8B0C98DCF4052  ,60,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158.00,30.02
74867AD200E41EDBA5D8B0C98DCF4052  ,70,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,609.28,512.00,97.28
74867AD200E41EDBA5D8B0C98DCF4052  ,80,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.80,3.38
74867AD200E41EDBA5D8B0C98DCF6052  ,10,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,92.82,78.00,14.82
74867AD200E41EDBA5D8B0C98DCF6052  ,20,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCF6052  ,30,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCF6052  ,40,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,30.94,26.00,4.94
74867AD200E41EDBA5D8B0C98DCF6052  ,50,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,653.31,549.00,104.31
74867AD200E41EDBA5D8B0C98DCF8052  ,10,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,4757.62,3998.00,759.62
74867AD200E41EDBA5D8B0C98DCF8052  ,20,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.50
74867AD200E41EDBA5D8B0C98DCF8052  ,30,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154.00,29.26
74867AD200E41EDBA5D8B0C98DCF8052  ,40,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,2378.81,1999.00,379.81
74867AD200E41EDBA5D8B0C98DCF8052  ,50,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
74867AD200E41EDBA5D8B0C98DCFA052  ,10,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39.00,7.41
74867AD200E41EDBA5D8B0C98DCFA052  ,20,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,2377.62,1998.00,379.62
74867AD200E41EDBA5D8B0C98DCFA052  ,30,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,678.30,570.00,108.30
74867AD200E41EDBA5D8B0C98DCFA052  ,40,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117.00,22.23
74867AD200E41EDBA5D8B0C98DCFA052  ,50,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,2377.62,1998.00,379.62
74867AD200E41EDBA5D8B0C98DCFA052  ,60,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,678.30,570.00,108.30
74867AD200E41EDBA5D8B0C98DCFA052  ,70,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117.00,22.23
74867AD200E41EDBA5D8B0C98DCFC052  ,10,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.90,810.00,153.90
74867AD200E41EDBA5D8B0C98DCFC052  ,20,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16.00,3.04
74867AD200E41EDBA5D8B0C98DCFC052  ,30,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCFE052  ,10,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCFE052  ,20,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCFE052  ,30,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0C98DCFE052  ,40,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCFE052  ,50,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DCFE052  ,60,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0C98DCFE052  ,70,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,1959.93,1647.00,312.93
74867AD200E41EDBA5D8B0C98DCFE052  ,80,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,653.31,549.00,104.31
74867AD200E41EDBA5D8B0C98DD00052  ,10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1166.20,980.00,186.20
74867AD200E41EDBA5D8B0C98DD00052  ,20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,83.30,70.00,13.30
74867AD200E41EDBA5D8B0C98DD00052  ,30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266.00,240.54
74867AD200E41EDBA5D8B0C98DD00052  ,40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,1749.30,1470.00,279.30
74867AD200E41EDBA5D8B0C98DD00052  ,50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,41.65,35.00,6.65
74867AD200E41EDBA5D8B0C98DD00052  ,60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,1506.54,1266.00,240.54
74867AD200E41EDBA5D8B0C98DD02052  ,10,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338.00,64.22
74867AD200E41EDBA5D8B0C98DD02052  ,20,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.40,260.00,49.40
74867AD200E41EDBA5D8B0C98DD02052  ,30,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338.00,64.22
74867AD200E41EDBA5D8B0C98DD04052  ,10,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,116.62,98.00,18.62
74867AD200E41EDBA5D8B0C98DD04052  ,20,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,30.92,25.98,4.94
74867AD200E41EDBA5D8B0C98DD04052  ,30,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DD04052  ,40,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,30.92,25.98,4.94
74867AD200E41EDBA5D8B0C98DD04052  ,50,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,116.62,98.00,18.62
74867AD200E41EDBA5D8B0C98DD04052  ,60,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,15.46,12.99,2.47
74867AD200E41EDBA5D8B0C98DD04052  ,70,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DD06052  ,10,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39.00,7.41
74867AD200E41EDBA5D8B0C98DD06052  ,20,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,3566.43,2997.00,569.43
74867AD200E41EDBA5D8B0C98DD06052  ,30,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,1017.45,855.00,162.45
74867AD200E41EDBA5D8B0C98DD06052  ,40,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39.00,7.41
74867AD200E41EDBA5D8B0C98DD08052  ,10,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1259.02,1058.00,201.02
74867AD200E41EDBA5D8B0C98DD08052  ,20,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DD08052  ,30,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.40,17.98,3.42
74867AD200E41EDBA5D8B0C98DD08052  ,40,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,1888.53,1587.00,301.53
74867AD200E41EDBA5D8B0C98DD08052  ,50,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DD08052  ,60,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,21.40,17.98,3.42
74867AD200E41EDBA5D8B0C98DD08052  ,70,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,629.51,529.00,100.51
74867AD200E41EDBA5D8B0C98DD08052  ,80,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DD08052  ,90,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
74867AD200E41EDBA5D8B0C98DD0A052  ,10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.70
74867AD200E41EDBA5D8B0C98DD0A052  ,20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.90,4710.00,894.90
74867AD200E41EDBA5D8B0C98DD0A052  ,30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.80,34.16
74867AD200E41EDBA5D8B0C98DD0A052  ,40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.40
74867AD200E41EDBA5D8B0C98DD0A052  ,50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.90,4710.00,894.90
74867AD200E41EDBA5D8B0C98DD0A052  ,60,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.80,34.16
74867AD200E41EDBA5D8B0C98DD0A052  ,70,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.40
74867AD200E41EDBA5D8B0C98DD0C052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889.00,168.91
74867AD200E41EDBA5D8B0C98DD0C052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378.00,71.82
74867AD200E41EDBA5D8B0C98DD0C052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889.00,168.91
74867AD200E41EDBA5D8B0C98DD0C052  ,40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189.00,35.91
74867AD200E41EDBA5D8B0C98DD0C052  ,50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,1057.91,889.00,168.91
74867AD200E41EDBA5D8B0C98DD0C052  ,60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567.00,107.73
